Sentence,Emotion
근데 이게 좀이상한것이 진도 1.9가 이렇게까지 소리가 크게나고 땅이울릴까?,놀람
도둑놈의 자손들,혐오
징글징글허다,혐오
벙어리가어때서 ㅡㅡ,분노
역시 싸구려가 딱 어울리네. ,행복
  생일축하해요~~^^,행복
그게 자랑이냐? ,분노
다시는 강단에 못서게 해야함,분노
그러고 보니까 정말 그러네요. 마지막 데이트네. ,행복
이사장님 지금.. 우리 걱정해 주시는 거죠.,중립
남자친구 군대보낸지는 2달정도됐네요,슬픔
한화는 야구말고는 다 잘해....,혐오
교사는 대체 못할텐데?,놀람
괜찮아?! ,놀람
"... 달동네 싹 다 밀어버리고 고급 아파트 세우면, 달동네 살던 사람들이 거기 들어가 사냐.",슬픔
사람을 그렇게 쥐어 패는 건 아니죠,분노
이러다 진짜 사고칠거 같아서요.0,공포
우리 오랜만이지?,중립
우습네. 당신이 당신이랑 상관없는 사람들을 신경쓰는 척 하는 거 보니까.,분노
이 자식이 계급 좀 높다고 선배가 우습냐?,분노
헐 저 3위예요...?,공포
닭년과 순실이년 우병우 개셰기 감방에 들어갈날만 기다리고 있다,혐오
네，네에.,슬픔
일단 컴퓨터 좀 볼까요?,중립
통금 시간이에요!!,놀람
뭐가..?,놀람
어디루 가냐?,중립
이게 뭐냐?,놀람
다 거짓말투성이 ㅋㅋㅋㅋ 탄핵만이 길이다,분노
저가요금 사용자로셔 반가운소식이네요,행복
"어머, 선배 웬일이예요~ ",놀람
나는 티아라에 그 키작은 애만 좀 없었으면 좋겠다.,혐오
부산은 영화 해운대같이 쓰나미 올까봐 무서움,공포
제목만봤을땐 우리나라에서 일어난 일 아닌줄 ㅋㅋㅋ,놀람
집단자위권과 집단적군중심리는 차이가 많이남,중립
고맙다.,중립
내가 언제 온다고 했어?,슬픔
진짜?,중립
윈윈 그딴 건 없어. 누군가 이득을 보면 누군간 손해 보게 돼 있는 거야. 윈윈은 이득 본 놈들끼리 자기 위로하는 거고.. ,슬픔
 그 문제 때문에 잠도 못자고 이렇고 있네요ㅠㅠㅠ,슬픔
 기저귀에 안 싸고 변기통에응아한게..,행복
나도 궁금하다.,중립
자기를 가지려고하지말고 누구와만나든간섭하지마라는데어떻게해야되죠?,공포
나인줄 알고 안받는건가..,슬픔
선생은 성질이 너무 급해. 그러다 선생딸 죽인다니까. 당신 딸 죽이고 싶어!!,분노
황정민영화는다본듯 연기짱이여,행복
아 왜 조금 생각나는지 몰라요ㅠㅠ후,슬픔
감사드려요,행복
엄마랑 아빠 미워하는 그 할아버지?,놀람
대표님.. 결혼이요..?,놀람
초보운전자들 죽어나것구나...,슬픔
"솔직히 언니방에 먼지가 굴러다녀요. 일단 그거부터 치우고, 언닌 어디 하실래요?",중립
궁금해? 그게 궁금하긴 했니?,분노
다쳐도 상관없어. 어차피 상처투성이인걸. 차라리 죽는게 편했을텐데.,슬픔
리오스가 두산 프렌차이즈였냐........!,놀람
좋은기사..박수쳐줄만하다,행복
거짓말... 15년이나 버려진 안경에서 그런 게 발견될 리가 없어. ,공포
"다들 내 눈치보는 거 아는데, 너까지 그럴 필요 없잖아.",중립
이미지 관리해 주는 사람도 없나벼~~,혐오
그거 알면 우리 엄마 기절이야. 5년 동안 우리 엄마 아빠가 너한테 들인 돈이 얼만데...피곤하면 니가 직접 말해!!,중립
와우 대박 ㅌㅋㅋㅋ,행복
저게 설대교수들 수준????헐,놀람
덴맠 자칭 한인회장도 호남사람입니다...,혐오
 금품이 오든가 가든가.,놀람
그렇다고 마냥 기다리고만 있을 거예요? 그러다가 책을 제 날짜에 못 내면 어떡할 거예요?,분노
내가 당신하고 왜 데이틀 해요?,혐오
왜요?,놀람
선생님은 어떻게 생각하세요?,중립
담날 오후 연락을 준다고 했는데...,공포
이제 아이스크림도 서로 떠 먹여 줬으니까 오늘 코스는 여기까지.,중립
그래. 여름방학 단골 업무니까. 불꽃보다는 사람을 보러 간다고 해야겠지만……. 학생들을 단속하는 역할로 차출되는 거다. 축제 때도 마찬가지고. 그런 육체노동은 젊은 교사들 몫이라서 말이다. 거참 귀찮단 말이야. 하하하，별수 없지. 나는 젊으니까.,행복
온갖 명예와 권력을 쥐었었지만 결국은 역사왜 부역자로 길이 남게 됐네 ㅆㄹㄱ,혐오
동시에 인간의 정신을 지배할 날도멀지 않은듯 하네요 ㄷㄷ,공포
미래가 안보인다..,공포
소방차빨리 와야지,공포
독재자들은 오래살어,혐오
으아 바퀴벌레 생각만해도 소오르뮤ㅠ,공포
믿음이 가면 그냥 믿어요?,중립
아..과외 끝나고 모의고사 대비 좀 더 하느라고..,중립
운동도 같은걸 배우고 대화의소재가 공감하는 하나가 있다는 것도좋네요.,행복
니들도 나중에 쇠고랑 차는날 반드시 올거다,분노
넘넘 예쁘네요,행복
제가여..컴퓨터가 이상해서;;;,공포
 나도 이제 마음 접어야겠다.,슬픔
근데얘가 저를 진심으로 좋아하는지모르겠어요,공포
더이상 태극기 오염시키지말라,분노
세상에 주영이 군대보내고벌써 일년반이지났다니..,놀람
 심각한수준......,놀람
"그래서 다른 걸 두개 짜봤는데요, 이건 어떨지..",중립
 이제는 화해하는 것도 싫고 그냥 살았으면 좋겠다는 생각도 듭니다.,행복
얼굴 탱탱해서 언넘한테 시집 갈려고 ㅋㅋ,혐오
트럼프 부터 입국금지 시켜야 할듯,중립
오늘 저녁 뭐하냐?,중립
뭐? 또 뭐가 있겠어.,중립
시각장애 선수가 해당 종목에서 입상을 하면 가이드러너 선수도 함께 메달을 받는다면서요? 같이 능력을 인정해 주는 것이죠. ,중립
이휘재 알바 슬슬 등장하네,중립
닭뇬이 어디 북한처럼 애들 상대로 세뇌질이나 하고있노,혐오
목도리 받으셨네요.,중립
8년간 뛰어온 정똘기를 이런식으로 취급하고 차우찬한테 100억을 투자하는 구단의 행보를 보고 그어느 선수가 팀을위해 몸바쳐뛸 수 있을까?,분노
왜 그랬습니까?,중립
희망고문도 이런 고문이 없네,혐오
넌.. 날 찾아오지 않는 게 좋았다. 평생 못 보더라도.. 차라리 그게 더 나을 뻔했다.,분노
이따... 일찍 오실 거죠. 할 얘기 있어서요.,중립
됐어. 닥치고.. 말하기 싫으면 하지 마. ,분노
650일정도 만난 3살 연상남자친구가 있는데요.요즘들어 참 마음이 싱숭생숭하네요..,슬픔
믿고 거르는 아이유.,혐오
와 진짜 왤케 구려보이냐 ㅋㅋㅋㅋ,놀람
...내가 얘기했지? 너 경찰이랑 맞지 않는다구. 얼마 남지 않은 시간 뺏지 말고 빠져,중립
정말?,놀람
뭔지금이 군사정권이나일제강점기도아니도문화블랙리스트는뭐고 대포폰은 일국의지도자가할짓이냐?,분노
 헬조선충들이 몰려옵니다,혐오
 병으로 돌아가신게 아니고 너무 안좋게 돌아가셔서..,슬픔
이제 뭔 재미로 살아야하나...ㅠㅠ,슬픔
괜찮아? 그러게 왜 와서 난리야?,놀람
"이 카페, 학생회에서 자주 쓰고 그래?",중립
아..방해해서 미안한데 혹시 여기 계산기 못 봤어? 분명히 아까 여기다 뒀는데..,중립
4차산업혁명! 미래를 위해 준비된 대통령은 역시 안철수,행복
법의 맹점을 철저히 이용해 자신에게 유리하게 이용하는 폭스바겐을 응징하는 방법은 법개정을 통해 다시는 발붙이게 못하게 하는 수밖에 없다.,놀람
그래도 넌 좋겠다.,슬픔
무슨 말이 그래!,분노
김비서님이 나쁜놈이아니라 넘나 좋은거~~,행복
그냥 하는 말이 아니라... 헉헉... 정말이지... 진짜 못 걷겠어요... 차라리 내가 없어지던지... 헉... 비행기라도 불러서 탈출하고 싶은 심정이라구요...!!   ,슬픔
"어이, 꼬맹이. 지금 감히 우리의 감성을 무시하는 발언을 했겠다? 결투를 신청한다! 지는 쪽이 노래방비 결제다.",분노
이번엔 또 왜 차인거야? 설마 또 그 이유?,중립
너한테 갈게니가 알아서 못하면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
생산직 쪽에 취업하고난뒤에 군대다녀와서 복직가능한가요 ?,공포
???????????헐대박,놀람
한혜진 보는 재미도 쏠쏠했는데 아쉽네,슬픔
지구상에서 가장 사악한놈들이 니네 왜놈들이다,혐오
어쨌든 왔잖아! 그리구 내가 누구땜에 이 고생을 했는데 뭘 잘했다고 성질이야? 아우 추워.,행복
 오늘은 수요일이네요!!,행복
아. 더워. ,혐오
그렇다면 곧 중퇴할 예정이라고 바꾸면 되겠나?,중립
비판이 아니라 빙판 ..기자야....,혐오
"응, 이번에 신인전이 있어서 다른 애들한테도 추천해 봤어. ……아, 혹시 괜찮으면 같이 할래? 지금부터 해도 여름 대회까지는 충분할 거야!",행복
"우는데 어떻게, ",중립
어?,놀람
버티지 말고 그냥 넘어가세요. 어차피 다~ 넘어가게 돼있거든요. ,중립
1만명 선정하기도 힘들겠다 ㄷㄷㄷ,놀람
그러다 외계인이 중국으로 출장가겠담,혐오
 그런데 지금 이시간까지 잠 못드는날 보면 내가보기에도 불쌍해 ㅠㅠ하아..........,슬픔
이게 왜..켜져있지?,놀람
기사보면 죄다 불안한 승리라고 말하고 있는데 왜 기자님 혼자 그러기사 없다고 하는지 모르겠네요.,혐오
교통비만 해도 장난 아닐 것 같은데..0,공포
네?,놀람
어잌후야...엘쥐엘쥐 홍보팀장님???,놀람
해도 아직 안떨어졌어 아줌마.,중립
당연히 일기예보 언니! 아빤 산타클로스 있다고 3년이나 날 속였어.  ,분노
남편 스포츠도박 때문에 이번달에만 천오백은 날린것 같아요.,분노
그것도 맨발.....,슬픔
난세에 빛난 진정하고 참된 여신님~^^,행복
보통 덮밥은 그렇게 먹는 게 맞지만 연어덮밥은 그렇게 먹으면 안되요.,중립
"애라이 저거 훔쳐가는 놈들 , 천벌 받는다",분노
옛날엔 좀 쳤지.,중립
"아니야, 나는 정말 50년은 기다려야 되는 걸로 각오하고 있었어. 이렇게 다시 돌아와줘서 정말 고마워.",행복
 왜 하나의 폴더만 사라진걸까요..,공포
"괜찮긴, 니 그 이쁜 코가 다 묻히는데... 이렇게 해봐, 이렇게. 옳지 옳지. 편하지? 안되겠다, 내가 올라가서 잘 받쳐줄게. 쪼금 옆으로 가봐, 옆   으로. 옳지. ",중립
 일반적인 상식으로는 이해하기가 힘들다..,공포
아니뭐 한두번도 아니고 그냥 최고라는 이미지 그자체아닌가?,행복
진주씨 계속나왔음 좋겠닺 진주씨땜에 고삐리에게 받은스트레스 풀어 넘잼있게보고있어,행복
빠져들지 않게 도와주셔서 감사합니다.,행복
중앙일보인데 JTBC랑 왜이리 다르죠?,놀람
미쳤네! 미쳤어! 천호식품 아웃!,분노
지렷구요...!!!!,놀람
요리와 담을 쌓은 저에게 너무나도 큰 배움을 주고 계신거 아시나요~~,행복
"오~, 뭔데뭔데?",놀람
네.,중립
"아뇨, 기분이 이상해서요.",중립
다른분들은 이럴때 어떻게 이겨내셨나요.....,공포
 매일 무기력합니다.,슬픔
그래서 나오려고 그런 거야. 나 할멈한테 잡혀서 거기 너무 오래 갇혀있었단 말이야,중립
누가 왔는데?,중립
잠을 잘 못 잤어. 계속.,중립
"소급적용이 된다고 해도 문젭니다. 미제사건에 매달려 있다가 현재 터지는 강력사건을 놓치면, 또 다른 미제사건이 만들어지는 거에요. ",중립
너 여기서 뭐해? ,놀람
KBS 김태욱 특파원은 뉴스에서 보니까 지금 중국 상해에서 계속 계시던데 역시나 기자라서 그런지 글과 기사도 참 잘쓰시네요,행복
좋아하는 사람... 있었지. ,슬픔
박근혜가 아무리 궁지에 몰려도 여기서 차은택과 섹파네 마네 이런 헛소문을 퍼뜨리다간 쥐도새도 모르게 잡혀간다.,공포
파혼이 창피해서남들 시선 의식해서남부끄러워서파혼하고싶은데도 참고 결혼한다고?,공포
 전믿습니다!!!,행복
 진짜 괜찮은 사람인데 내가 거짓말 해서 자꾸 찔려.,슬픔
중간에똥오줌을 얼마나쌀지..,혐오
아저씨 삐졌어요? ,중립
뭐야? 쟤네 뭐 사귀냐?,놀람
혹시 이런경우 다시 연락오신분 있으세요??ㅠ ㅠ,공포
가족은 건드리지 말자,분노
정말 잘못 들어가 있네요. 음. 우리 자료는 제대로 되어 있는데. 아마 신문사에서 편집하면서 잘못됐나 봐요.,중립
교도소- 검찰 - 청와대 같은 쓰레기통,분노
그런 거 기억하는 사람 없구나.,슬픔
 왠지 여칰이 100일선물 안해둘거같아서요...,공포
진짜 맨탈 갑이네~~~,놀람
눈알만 빙글빙글 굴리고 말을 못하는 거 보니까 마셨구나. 니가 이거 다 마셨냐? 다 마셨냐고!,분노
걍 침몰 시켜라~ 다시는 못 오게,분노
"제가 아는 한 자살이 세상에서 가장 비겁한 이별입니다. 혼자 해결하려 하지 마세요. 외롭고, 마음이 울적할 땐 전화주세요. 친구 해드릴게요.",슬픔
아니，뭐，딱히 방해……는 아니지만.,중립
들어오세요. ,중립
삐졌냐? 삐졌냐고? 지금 내가 삐지기만 한 것 같아? 나 지금 엄청 화났거든? 꼭 사람을 이런 식으로 망신줘야겠어? 정 궁금하면 따로 물어보던가!,분노
 그리고 볼질로 4이닝 70여구를 던지는 게임이 얼마나 되는지 아냐?,분노
크헉 할아버지될나이에장가 오래사세요,놀람
밥 먹니?,중립
반찬을 넘 쉽게 척척 만드시네요~,행복
대작인 시그널을 보이스에 비교 하지마라.김은희 작가 대신 내가 부끄럽다,혐오
진짜요? ,놀람
 흠그래서 받아줄지 안받아줄지모르겟어요 ㅠㅠ,공포
역사에 가장 추악하고 더러운 대통령으로 남을겁니다.,분노
저 세트로...허억...,놀람
역시월요일은 지하철에사람이많아요.....,공포
끔찍하게 무섭다......,공포
18년뒤면그래도 살아잇네 다행,행복
어? 어... 흐흐...,행복
정말 하는 짓거리들이 말종이구나,분노
우리 딸과 사이좋게 지내줘서 정말 고맙다.,중립
문의사항이나 제보는 아래로 연락주시면 감사하겠습니다.,행복
항상 재미있는 웃음 보여주셔서 감사드립니다!!,행복
 나 소개팅앱 중독인가봐매일 자기전에 한 2시간씩 소개팅어플 쫙 돌지 않으면 잠이 안와.. ㅠㅠㅠㅠㅠㅠㅠㅠ,슬픔
너 말이야 너! 열 받는다고!,분노
어이.,중립
나는 사람이 할 수 있는 일만 합니다! 신부님은 신부님이 할 수있는 일만 하시죠,분노
네? 예에! 지금 막! 돈 빠져나간다는 문자가 계속!,놀람
안좋은건 다 일등이야,공포
그럼 됐네. 잘 가면 되겠네. 떠나면 되잖아.,분노
근데 피디는 개웃기다,행복
미친 대박!!!!!!,놀람
참고로 사장세퀴는 사장실 문닫고지 혼자 에어컨 키고 있어요ㅋㅋㅋㅋㅋㅋㅋ,혐오
봄에 같이 구경 가실래요? ,중립
아니 잡아놓고 못데려오는거냐!!,분노
읽고 봐주셔서 감사합니다.,행복
누진제없에라이세금도둑샛키들아!!!!!!,분노
눈물 흘릴게 아니라 자식은 똑바로 키웠서야지 못 난 년아,혐오
박경태 심동섭 고효준... 세명의 좌완들 어깨가 무겁다,공포
진짜 너무 부럽다.,슬픔
"생각보다 많은 가결수임, 이거 (특히 부결한)친박들 X됨 ㅋㅋ",중립
